"Date","Age Group","Sex","Sinovac 1st dose","Sinovac 2nd dose","Sinovac 3rd dose","BioNTech 1st dose","BioNTech 2nd dose","BioNTech 3rd dose"
"2021-05-04","60-69","F","308","111","0","404","586","0"
"2021-05-04","60-69","M","428","139","0","359","758","0"
"2021-05-04","70-79","F","85","35","0","92","200","0"
"2021-05-04","70-79","M","109","51","0","95","267","0"
"2021-05-04","80 and above","F","13","8","0","14","41","0"
"2021-05-04","80 and above","M","22","13","0","19","41","0"
"2021-05-05","0-19","F","27","9","0","108","67","0"
"2021-05-05","0-19","M","25","4","0","123","70","0"
"2021-05-05","20-29","F","295","85","0","913","421","0"
"2021-05-05","20-29","M","251","78","0","724","365","0"
"2021-05-05","30-39","F","676","324","0","1882","1873","0"
"2021-05-05","30-39","M","354","204","0","844","1498","0"
"2021-05-05","40-49","F","1079","525","0","1794","1991","0"
"2021-05-05","40-49","M","531","306","0","857","1619","0"
"2021-05-05","50-59","F","823","403","0","1026","1279","0"
"2021-05-05","50-59","M","645","426","0","738","1320","0"
"2021-05-05","60-69","F","314","152","0","402","572","0"
"2021-05-05","60-69","M","391","206","0","381","659","0"
"2021-05-05","70-79","F","79","38","0","93","179","0"
"2021-05-05","70-79","M","96","70","0","114","248","0"
"2021-05-05","80 and above","F","18","18","0","17","43","0"
"2021-05-05","80 and above","M","20","17","0","20","47","0"
"2021-05-06","0-19","F","10","2","0","108","60","0"
"2021-05-06","0-19","M","28","5","0","121","66","0"
"2021-05-06","20-29","F","295","66","0","951","429","0"
"2021-05-06","20-29","M","249","93","0","830","411","0"
"2021-05-06","30-39","F","564","315","0","2083","1705","0"
"2021-05-06","30-39","M","315","167","0","948","1427","0"
"2021-05-06","40-49","F","982","577","0","1977","1947","0"
"2021-05-06","40-49","M","452","292","0","962","1550","0"
"2021-05-06","50-59","F","759","465","0","1010","1158","0"
"2021-05-06","50-59","M","582","409","0","743","1293","0"
"2021-05-06","60-69","F","300","182","0","364","521","0"
"2021-05-06","60-69","M","340","247","0","386","590","0"
"2021-05-06","70-79","F","78","52","0","82","188","0"
"2021-05-06","70-79","M","94","86","0","99","231","0"
"2021-05-06","80 and above","F","21","14","0","17","30","0"
"2021-05-06","80 and above","M","35","16","0","11","50","0"
"2021-05-07","0-19","F","23","5","0","142","91","0"
"2021-05-07","0-19","M","23","4","0","171","83","0"
"2021-05-07","20-29","F","343","121","0","1051","603","0"
"2021-05-07","20-29","M","264","114","0","782","483","0"
"2021-05-07","30-39","F","671","405","0","2294","2580","0"
"2021-05-07","30-39","M","336","250","0","1012","2022","0"
"2021-05-07","40-49","F","1026","634","0","2201","3025","0"
"2021-05-07","40-49","M","463","337","0","1017","2346","0"
"2021-05-07","50-59","F","793","593","0","1235","1947","0"
"2021-05-07","50-59","M","620","451","0","826","1910","0"
"2021-05-07","60-69","F","302","194","0","447","879","0"
"2021-05-07","60-69","M","330","255","0","359","997","0"
"2021-05-07","70-79","F","74","60","0","86","233","0"
"2021-05-07","70-79","M","88","82","0","102","332","0"
"2021-05-07","80 and above","F","12","12","0","12","50","0"
"2021-05-07","80 and above","M","19","13","0","20","53","0"
"2021-05-08","0-19","F","30","7","0","182","93","0"
"2021-05-08","0-19","M","53","12","0","177","83","0"
"2021-05-08","20-29","F","413","149","0","1293","735","0"
"2021-05-08","20-29","M","359","145","0","918","546","0"
"2021-05-08","30-39","F","611","510","0","2532","3504","0"
"2021-05-08","30-39","M","361","311","0","1037","2399","0"
"2021-05-08","40-49","F","882","701","0","2274","3809","0"
"2021-05-08","40-49","M","470","445","0","1009","2693","0"
"2021-05-08","50-59","F","637","583","0","1165","2245","0"
"2021-05-08","50-59","M","539","593","0","822","2149","0"
"2021-05-08","60-69","F","190","153","0","358","920","0"
"2021-05-08","60-69","M","235","219","0","306","1042","0"
"2021-05-08","70-79","F","44","63","0","72","268","0"
"2021-05-08","70-79","M","67","66","0","72","338","0"
"2021-05-08","80 and above","F","8","16","0","14","56","0"
"2021-05-08","80 and above","M","8","20","0","15","63","0"
"2021-05-09","0-19","F","24","9","0","144","73","0"
"2021-05-09","0-19","M","27","12","0","162","64","0"
"2021-05-09","20-29","F","265","98","0","1323","709","0"
"2021-05-09","20-29","M","351","197","0","799","622","0"
"2021-05-09","30-39","F","496","378","0","3161","3227","0"
"2021-05-09","30-39","M","367","341","0","859","2080","0"
"2021-05-09","40-49","F","628","525","0","2460","3101","0"
"2021-05-09","40-49","M","528","523","0","869","2298","0"
"2021-05-09","50-59","F","326","359","0","980","1831","0"
"2021-05-09","50-59","M","465","517","0","748","1975","0"
"2021-05-09","60-69","F","88","80","0","231","681","0"
"2021-05-09","60-69","M","177","172","0","275","805","0"
"2021-05-09","70-79","F","22","25","0","64","179","0"
"2021-05-09","70-79","M","16","34","0","59","263","0"
"2021-05-09","80 and above","F","3","6","0","8","46","0"
"2021-05-09","80 and above","M","3","6","0","13","42","0"
"2021-05-10","0-19","F","27","1","0","146","64","0"
"2021-05-10","0-19","M","27","7","0","167","91","0"
"2021-05-10","20-29","F","254","65","0","976","608","0"
"2021-05-10","20-29","M","259","81","0","884","566","0"
"2021-05-10","30-39","F","531","339","0","1803","2341","0"
"2021-05-10","30-39","M","324","206","0","1064","2083","0"
"2021-05-10","40-49","F","942","609","0","1778","2573","0"
"2021-05-10","40-49","M","463","301","0","1014","2155","0"
"2021-05-10","50-59","F","678","453","0","962","1661","0"
"2021-05-10","50-59","M","587","427","0","893","1767","0"
"2021-05-10","60-69","F","240","185","0","489","742","0"
"2021-05-10","60-69","M","365","248","0","393","828","0"
"2021-05-10","70-79","F","66","56","0","120","211","0"
"2021-05-10","70-79","M","89","86","0","140","279","0"
"2021-05-10","80 and above","F","16","10","0","17","31","0"
"2021-05-10","80 and above","M","9","22","0","20","49","0"
"2021-05-11","0-19","F","26","7","0","135","70","0"
"2021-05-11","0-19","M","21","4","0","132","63","0"
"2021-05-11","20-29","F","200","87","0","790","420","0"
"2021-05-11","20-29","M","206","107","0","631","390","0"
"2021-05-11","30-39","F","458","374","0","1616","1785","0"
"2021-05-11","30-39","M","278","227","0","766","1434","0"
"2021-05-11","40-49","F","774","609","0","1612","1937","0"
"2021-05-11","40-49","M","368","332","0","750","1579","0"
"2021-05-11","50-59","F","624","575","0","988","1294","0"
"2021-05-11","50-59","M","493","454","0","652","1217","0"
"2021-05-11","60-69","F","242","204","0","414","560","0"
"2021-05-11","60-69","M","306","269","0","358","632","0"
"2021-05-11","70-79","F","70","69","0","79","143","0"
"2021-05-11","70-79","M","74","110","0","91","232","0"
"2021-05-11","80 and above","F","7","12","0","22","37","0"
"2021-05-11","80 and above","M","19","20","0","22","34","0"
"2021-05-12","0-19","F","25","4","0","137","46","0"
"2021-05-12","0-19","M","33","10","0","121","59","0"
"2021-05-12","20-29","F","216","81","0","782","393","0"
"2021-05-12","20-29","M","214","113","0","584","333","0"
"2021-05-12","30-39","F","439","342","0","1338","1687","0"
"2021-05-12","30-39","M","233","208","0","736","1244","0"
"2021-05-12","40-49","F","762","657","0","1286","1813","0"
"2021-05-12","40-49","M","364","373","0","643","1317","0"
"2021-05-12","50-59","F","526","516","0","782","1178","0"
"2021-05-12","50-59","M","445","457","0","556","1095","0"
"2021-05-12","60-69","F","209","194","0","330","558","0"
"2021-05-12","60-69","M","252","325","0","294","563","0"
"2021-05-12","70-79","F","60","56","0","95","144","0"
"2021-05-12","70-79","M","71","87","0","82","191","0"
"2021-05-12","80 and above","F","10","16","0","19","25","0"
"2021-05-12","80 and above","M","7","13","0","16","24","0"
"2021-05-13","0-19","F","26","5","0","133","55","0"
"2021-05-13","0-19","M","21","6","0","132","52","0"
"2021-05-13","20-29","F","229","89","0","800","405","0"
"2021-05-13","20-29","M","211","110","0","599","313","0"
"2021-05-13","30-39","F","407","372","0","1274","1687","0"
"2021-05-13","30-39","M","234","219","0","735","1225","0"
"2021-05-13","40-49","F","669","710","0","1213","1865","0"
"2021-05-13","40-49","M","304","352","0","706","1317","0"
"2021-05-13","50-59","F","503","558","0","766","1134","0"
"2021-05-13","50-59","M","411","516","0","528","1091","0"
"2021-05-13","60-69","F","210","256","0","303","548","0"
"2021-05-13","60-69","M","253","343","0","289","561","0"
"2021-05-13","70-79","F","55","76","0","73","178","0"
"2021-05-13","70-79","M","75","110","0","72","211","0"
"2021-05-13","80 and above","F","17","11","0","16","33","0"
"2021-05-13","80 and above","M","17","24","0","21","44","0"
"2021-05-14","0-19","F","43","7","0","208","61","0"
"2021-05-14","0-19","M","45","3","0","218","83","0"
"2021-05-14","20-29","F","354","114","0","1075","492","0"
"2021-05-14","20-29","M","279","114","0","785","382","0"
"2021-05-14","30-39","F","486","486","0","1725","1976","0"
"2021-05-14","30-39","M","237","266","0","896","1390","0"
"2021-05-14","40-49","F","772","815","0","1858","2402","0"
"2021-05-14","40-49","M","344","423","0","945","1742","0"
"2021-05-14","50-59","F","605","677","0","1063","1507","0"
"2021-05-14","50-59","M","492","603","0","747","1246","0"
"2021-05-14","60-69","F","242","297","0","382","589","0"
"2021-05-14","60-69","M","242","374","0","302","608","0"
"2021-05-14","70-79","F","60","73","0","68","144","0"
"2021-05-14","70-79","M","73","124","0","80","197","0"
"2021-05-14","80 and above","F","13","15","0","13","29","0"
"2021-05-14","80 and above","M","12","31","0","11","38","0"
"2021-05-15","0-19","F","44","5","0","265","92","0"
"2021-05-15","0-19","M","35","5","0","252","91","0"
"2021-05-15","20-29","F","322","146","0","1238","663","0"
"2021-05-15","20-29","M","324","157","0","895","465","0"
"2021-05-15","30-39","F","468","463","0","2288","3160","0"
"2021-05-15","30-39","M","335","320","0","1007","1883","0"
"2021-05-15","40-49","F","676","833","0","2074","3302","0"
"2021-05-15","40-49","M","443","509","0","965","2166","0"
"2021-05-15","50-59","F","532","615","0","1153","1952","0"
"2021-05-15","50-59","M","510","590","0","783","1682","0"
"2021-05-15","60-69","F","173","232","0","298","732","0"
"2021-05-15","60-69","M","212","282","0","292","745","0"
"2021-05-15","70-79","F","57","51","0","88","191","0"
"2021-05-15","70-79","M","49","73","0","84","224","0"
"2021-05-15","80 and above","F","6","18","0","13","36","0"
"2021-05-15","80 and above","M","10","15","0","12","31","0"
"2021-05-16","0-19","F","38","1","0","206","80","0"
"2021-05-16","0-19","M","31","6","0","250","69","0"
"2021-05-16","20-29","F","240","96","0","1128","560","0"
"2021-05-16","20-29","M","364","207","0","823","388","0"
"2021-05-16","30-39","F","349","393","0","2215","2184","0"
"2021-05-16","30-39","M","336","396","0","906","1240","0"
"2021-05-16","40-49","F","489","597","0","1853","2004","0"
"2021-05-16","40-49","M","452","605","0","917","1288","0"
"2021-05-16","50-59","F","299","441","0","902","1093","0"
"2021-05-16","50-59","M","486","589","0","672","1074","0"
"2021-05-16","60-69","F","90","132","0","234","388","0"
"2021-05-16","60-69","M","180","241","0","247","491","0"
"2021-05-16","70-79","F","17","33","0","58","99","0"
"2021-05-16","70-79","M","26","46","0","60","133","0"
"2021-05-16","80 and above","F","6","7","0","10","19","0"
"2021-05-16","80 and above","M","2","7","0","10","26","0"
"2021-05-17","0-19","F","47","3","0","203","150","0"
"2021-05-17","0-19","M","40","5","0","193","214","0"
"2021-05-17","20-29","F","239","82","0","792","1445","0"
"2021-05-17","20-29","M","270","139","0","761","1869","0"
"2021-05-17","30-39","F","512","420","0","1148","1353","0"
"2021-05-17","30-39","M","315","328","0","792","1096","0"
"2021-05-17","40-49","F","758","864","0","1133","1326","0"
"2021-05-17","40-49","M","432","478","0","789","1158","0"
"2021-05-17","50-59","F","602","812","0","768","958","0"
"2021-05-17","50-59","M","511","631","0","640","939","0"
"2021-05-17","60-69","F","261","316","0","348","468","0"
"2021-05-17","60-69","M","290","400","0","307","547","0"
"2021-05-17","70-79","F","72","83","0","97","164","0"
"2021-05-17","70-79","M","93","131","0","94","181","0"
"2021-05-17","80 and above","F","16","27","0","18","33","0"
"2021-05-17","80 and above","M","12","29","0","24","28","0"
"2021-05-18","0-19","F","48","3","0","166","123","0"
"2021-05-18","0-19","M","60","9","0","178","141","0"
"2021-05-18","20-29","F","285","94","0","777","851","0"
"2021-05-18","20-29","M","349","115","0","661","862","0"
"2021-05-18","30-39","F","563","449","0","1188","1055","0"
"2021-05-18","30-39","M","418","263","0","775","809","0"
"2021-05-18","40-49","F","839","818","0","1248","1170","0"
"2021-05-18","40-49","M","562","403","0","771","808","0"
"2021-05-18","50-59","F","699","727","0","778","858","0"
"2021-05-18","50-59","M","587","603","0","629","690","0"
"2021-05-18","60-69","F","282","256","0","313","395","0"
"2021-05-18","60-69","M","340","406","0","259","411","0"
"2021-05-18","70-79","F","89","83","0","69","100","0"
"2021-05-18","70-79","M","99","137","0","88","137","0"
"2021-05-18","80 and above","F","17","17","0","16","16","0"
"2021-05-18","80 and above","M","21","24","0","17","18","0"
"2021-05-19","0-19","F","27","4","0","168","101","0"
"2021-05-19","0-19","M","41","1","0","193","117","0"
"2021-05-19","20-29","F","187","40","0","654","589","0"
"2021-05-19","20-29","M","260","66","0","567","690","0"
"2021-05-19","30-39","F","257","165","0","848","681","0"
"2021-05-19","30-39","M","276","119","0","614","462","0"
"2021-05-19","40-49","F","407","391","0","832","801","0"
"2021-05-19","40-49","M","339","203","0","582","474","0"
"2021-05-19","50-59","F","330","264","0","529","538","0"
"2021-05-19","50-59","M","335","278","0","443","399","0"
"2021-05-19","60-69","F","93","111","0","217","252","0"
"2021-05-19","60-69","M","123","148","0","211","276","0"
"2021-05-19","70-79","F","31","33","0","50","58","0"
"2021-05-19","70-79","M","33","49","0","66","74","0"
"2021-05-19","80 and above","F","5","6","0","8","16","0"
"2021-05-19","80 and above","M","7","6","0","10","12","0"
"2021-05-20","0-19","F","32","1","0","197","130","0"
"2021-05-20","0-19","M","43","7","0","203","128","0"
"2021-05-20","20-29","F","178","91","0","609","887","0"
"2021-05-20","20-29","M","262","115","0","663","952","0"
"2021-05-20","30-39","F","378","524","0","868","1062","0"
"2021-05-20","30-39","M","310","286","0","694","759","0"
"2021-05-20","40-49","F","672","855","0","891","1137","0"
"2021-05-20","40-49","M","418","415","0","638","861","0"
"2021-05-20","50-59","F","572","754","0","617","755","0"
"2021-05-20","50-59","M","488","651","0","537","670","0"
"2021-05-20","60-69","F","236","363","0","292","318","0"
"2021-05-20","60-69","M","275","395","0","309","399","0"
"2021-05-20","70-79","F","77","96","0","67","77","0"
"2021-05-20","70-79","M","89","164","0","82","85","0"
"2021-05-20","80 and above","F","16","23","0","16","21","0"
"2021-05-20","80 and above","M","17","26","0","12","18","0"
"2021-05-21","0-19","F","43","5","0","219","186","0"
"2021-05-21","0-19","M","36","15","0","228","178","0"
"2021-05-21","20-29","F","273","140","0","775","1141","0"
"2021-05-21","20-29","M","292","195","0","740","1101","0"
"2021-05-21","30-39","F","538","507","0","1287","1837","0"
"2021-05-21","30-39","M","368","267","0","931","1127","0"
"2021-05-21","40-49","F","832","891","0","1433","1969","0"
"2021-05-21","40-49","M","497","412","0","831","1210","0"
"2021-05-21","50-59","F","716","788","0","956","1192","0"
"2021-05-21","50-59","M","609","570","0","672","956","0"
"2021-05-21","60-69","F","326","325","0","343","489","0"
"2021-05-21","60-69","M","361","361","0","310","435","0"
"2021-05-21","70-79","F","73","93","0","72","112","0"
"2021-05-21","70-79","M","99","117","0","87","138","0"
"2021-05-21","80 and above","F","13","22","0","6","12","0"
"2021-05-21","80 and above","M","25","26","0","19","17","0"
"2021-05-22","0-19","F","35","20","0","281","295","0"
"2021-05-22","0-19","M","61","36","0","307","345","0"
"2021-05-22","20-29","F","304","443","0","1043","1727","0"
"2021-05-22","20-29","M","390","515","0","860","1792","0"
"2021-05-22","30-39","F","511","454","0","1754","2252","0"
"2021-05-22","30-39","M","449","347","0","1068","1540","0"
"2021-05-22","40-49","F","813","721","0","1704","2334","0"
"2021-05-22","40-49","M","589","500","0","1053","1599","0"
"2021-05-22","50-59","F","609","587","0","1070","1498","0"
"2021-05-22","50-59","M","641","564","0","849","1278","0"
"2021-05-22","60-69","F","226","209","0","334","490","0"
"2021-05-22","60-69","M","319","264","0","294","519","0"
"2021-05-22","70-79","F","40","60","0","64","115","0"
"2021-05-22","70-79","M","71","82","0","68","130","0"
"2021-05-22","80 and above","F","19","18","0","9","22","0"
"2021-05-22","80 and above","M","10","14","0","13","22","0"
"2021-05-23","0-19","F","36","28","0","186","195","0"
"2021-05-23","0-19","M","51","30","0","215","237","0"
"2021-05-23","20-29","F","224","397","0","754","1503","0"
"2021-05-23","20-29","M","368","477","0","802","1456","0"
"2021-05-23","30-39","F","342","358","0","1160","2192","0"
"2021-05-23","30-39","M","427","368","0","879","1278","0"
"2021-05-23","40-49","F","550","524","0","1067","2088","0"
"2021-05-23","40-49","M","569","503","0","828","1248","0"
"2021-05-23","50-59","F","413","379","0","605","989","0"
"2021-05-23","50-59","M","600","559","0","736","1007","0"
"2021-05-23","60-69","F","102","87","0","211","344","0"
"2021-05-23","60-69","M","226","151","0","269","390","0"
"2021-05-23","70-79","F","18","22","0","53","67","0"
"2021-05-23","70-79","M","32","40","0","62","66","0"
"2021-05-23","80 and above","F","4","4","0","9","19","0"
"2021-05-23","80 and above","M","2","5","0","7","17","0"
"2021-05-24","0-19","F","65","14","0","181","120","0"
"2021-05-24","0-19","M","56","28","0","162","122","0"
"2021-05-24","20-29","F","272","323","0","625","1133","0"
"2021-05-24","20-29","M","345","353","0","759","1231","0"
"2021-05-24","30-39","F","616","415","0","778","1745","0"
"2021-05-24","30-39","M","417","266","0","806","1244","0"
"2021-05-24","40-49","F","1038","643","0","742","1681","0"
"2021-05-24","40-49","M","547","371","0","687","1192","0"
"2021-05-24","50-59","F","804","583","0","553","965","0"
"2021-05-24","50-59","M","740","508","0","584","924","0"
"2021-05-24","60-69","F","351","231","0","288","435","0"
"2021-05-24","60-69","M","411","298","0","326","454","0"
"2021-05-24","70-79","F","95","67","0","90","104","0"
"2021-05-24","70-79","M","165","99","0","84","114","0"
"2021-05-24","80 and above","F","23","10","0","9","11","0"
"2021-05-24","80 and above","M","21","19","0","8","28","0"
"2021-05-25","0-19","F","35","11","0","145","91","0"
"2021-05-25","0-19","M","53","16","0","153","126","0"
"2021-05-25","20-29","F","247","292","0","476","938","0"
"2021-05-25","20-29","M","326","300","0","521","809","0"
"2021-05-25","30-39","F","559","412","0","623","1766","0"
"2021-05-25","30-39","M","413","250","0","571","923","0"
"2021-05-25","40-49","F","998","724","0","584","1772","0"
"2021-05-25","40-49","M","590","361","0","513","850","0"
"2021-05-25","50-59","F","775","548","0","488","1021","0"
"2021-05-25","50-59","M","778","447","0","437","702","0"
"2021-05-25","60-69","F","362","206","0","241","380","0"
"2021-05-25","60-69","M","504","259","0","243","342","0"
"2021-05-25","70-79","F","101","68","0","67","89","0"
"2021-05-25","70-79","M","155","84","0","81","92","0"
"2021-05-25","80 and above","F","23","14","0","16","17","0"
"2021-05-25","80 and above","M","28","11","0","13","20","0"
"2021-05-26","0-19","F","42","14","0","142","88","0"
"2021-05-26","0-19","M","56","13","0","144","111","0"
"2021-05-26","20-29","F","232","255","0","521","794","0"
"2021-05-26","20-29","M","337","249","0","628","686","0"
"2021-05-26","30-39","F","525","378","0","564","1593","0"
"2021-05-26","30-39","M","438","256","0","581","754","0"
"2021-05-26","40-49","F","892","719","0","675","1521","0"
"2021-05-26","40-49","M","532","382","0","497","738","0"
"2021-05-26","50-59","F","844","580","0","530","932","0"
"2021-05-26","50-59","M","752","497","0","464","664","0"
"2021-05-26","60-69","F","362","211","0","239","357","0"
"2021-05-26","60-69","M","480","303","0","282","371","0"
"2021-05-26","70-79","F","131","69","0","65","80","0"
"2021-05-26","70-79","M","138","93","0","60","106","0"
"2021-05-26","80 and above","F","15","11","0","10","12","0"
"2021-05-26","80 and above","M","25","13","0","8","16","0"
"2021-05-27","0-19","F","36","21","0","158","107","0"
"2021-05-27","0-19","M","59","22","0","134","99","0"
"2021-05-27","20-29","F","300","236","0","564","811","0"
"2021-05-27","20-29","M","316","281","0","716","700","0"
"2021-05-27","30-39","F","640","367","0","683","1660","0"
"2021-05-27","30-39","M","428","257","0","734","813","0"
"2021-05-27","40-49","F","1064","718","0","720","1620","0"
"2021-05-27","40-49","M","600","388","0","689","847","0"
"2021-05-27","50-59","F","958","705","0","599","899","0"
"2021-05-27","50-59","M","764","556","0","568","620","0"
"2021-05-27","60-69","F","391","257","0","258","348","0"
"2021-05-27","60-69","M","529","308","0","291","364","0"
"2021-05-27","70-79","F","127","61","0","72","70","0"
"2021-05-27","70-79","M","179","87","0","107","100","0"
"2021-05-27","80 and above","F","31","14","0","10","12","0"
"2021-05-27","80 and above","M","33","16","0","15","7","0"
"2021-05-28","0-19","F","35","25","0","221","151","0"
"2021-05-28","0-19","M","44","33","0","246","175","0"
"2021-05-28","20-29","F","334","390","0","754","1151","0"
"2021-05-28","20-29","M","405","375","0","804","867","0"
"2021-05-28","30-39","F","801","589","0","1193","2411","0"
"2021-05-28","30-39","M","509","374","0","1036","1063","0"
"2021-05-28","40-49","F","1289","1059","0","1314","2385","0"
"2021-05-28","40-49","M","770","547","0","919","1176","0"
"2021-05-28","50-59","F","1175","952","0","1026","1344","0"
"2021-05-28","50-59","M","970","718","0","850","935","0"
"2021-05-28","60-69","F","496","342","0","411","441","0"
"2021-05-28","60-69","M","532","409","0","444","389","0"
"2021-05-28","70-79","F","123","87","0","96","94","0"
"2021-05-28","70-79","M","163","116","0","121","116","0"
"2021-05-28","80 and above","F","28","18","0","29","21","0"
"2021-05-28","80 and above","M","36","22","0","25","24","0"
"2021-05-29","0-19","F","57","27","0","356","227","0"
"2021-05-29","0-19","M","64","38","0","344","238","0"
"2021-05-29","20-29","F","514","518","0","1197","1572","0"
"2021-05-29","20-29","M","566","461","0","1223","1158","0"
"2021-05-29","30-39","F","1173","479","0","1540","3138","0"
"2021-05-29","30-39","M","733","394","0","1382","1310","0"
"2021-05-29","40-49","F","1727","762","0","1671","2753","0"
"2021-05-29","40-49","M","1034","508","0","1361","1284","0"
"2021-05-29","50-59","F","1297","599","0","1264","1436","0"
"2021-05-29","50-59","M","1103","572","0","1209","1031","0"
"2021-05-29","60-69","F","511","162","0","467","466","0"
"2021-05-29","60-69","M","558","236","0","545","397","0"
"2021-05-29","70-79","F","117","40","0","105","93","0"
"2021-05-29","70-79","M","123","48","0","139","85","0"
"2021-05-29","80 and above","F","23","10","0","18","20","0"
"2021-05-29","80 and above","M","16","7","0","19","16","0"
"2021-05-30","0-19","F","56","21","0","270","161","0"
"2021-05-30","0-19","M","75","39","0","278","176","0"
"2021-05-30","20-29","F","400","402","0","989","1392","0"
"2021-05-30","20-29","M","595","518","0","1056","903","0"
"2021-05-30","30-39","F","777","580","0","1148","3180","0"
"2021-05-30","30-39","M","731","554","0","1167","977","0"
"2021-05-30","40-49","F","1116","786","0","1141","2482","0"
"2021-05-30","40-49","M","1015","733","0","1076","996","0"
"2021-05-30","50-59","F","804","521","0","798","1016","0"
"2021-05-30","50-59","M","1026","708","0","923","787","0"
"2021-05-30","60-69","F","273","112","0","301","250","0"
"2021-05-30","60-69","M","396","215","0","401","306","0"
"2021-05-30","70-79","F","48","26","0","88","61","0"
"2021-05-30","70-79","M","65","32","0","89","58","0"
"2021-05-30","80 and above","F","10","8","0","19","4","0"
"2021-05-30","80 and above","M","11","8","0","11","11","0"
"2021-05-31","0-19","F","63","19","0","219","140","0"
"2021-05-31","0-19","M","74","24","0","268","149","0"
"2021-05-31","20-29","F","392","351","0","886","893","0"
"2021-05-31","20-29","M","467","343","0","1078","843","0"
"2021-05-31","30-39","F","1027","769","0","1124","1657","0"
"2021-05-31","30-39","M","639","434","0","1226","1050","0"
"2021-05-31","40-49","F","1733","1109","0","1203","1601","0"
"2021-05-31","40-49","M","905","564","0","1051","978","0"
"2021-05-31","50-59","F","1441","888","0","950","931","0"
"2021-05-31","50-59","M","1145","770","0","894","830","0"
"2021-05-31","60-69","F","704","300","0","494","422","0"
"2021-05-31","60-69","M","751","407","0","508","368","0"
"2021-05-31","70-79","F","209","88","0","135","118","0"
"2021-05-31","70-79","M","227","96","0","169","134","0"
"2021-05-31","80 and above","F","33","23","0","20","17","0"
"2021-05-31","80 and above","M","45","26","0","26","21","0"
"2021-06-01","0-19","F","61","16","0","188","106","0"
"2021-06-01","0-19","M","65","23","0","253","127","0"
"2021-06-01","20-29","F","478","299","0","747","737","0"
"2021-06-01","20-29","M","501","322","0","874","601","0"
"2021-06-01","30-39","F","1257","669","0","855","1354","0"
"2021-06-01","30-39","M","745","358","0","915","712","0"
"2021-06-01","40-49","F","1905","1068","0","971","1397","0"
"2021-06-01","40-49","M","1031","533","0","834","704","0"
"2021-06-01","50-59","F","1620","795","0","869","873","0"
"2021-06-01","50-59","M","1228","643","0","790","580","0"
"2021-06-01","60-69","F","790","270","0","477","365","0"
"2021-06-01","60-69","M","904","391","0","517","344","0"
"2021-06-01","70-79","F","226","76","0","145","79","0"
"2021-06-01","70-79","M","287","115","0","161","85","0"
"2021-06-01","80 and above","F","40","14","0","15","18","0"
"2021-06-01","80 and above","M","72","20","0","28","21","0"
"2021-06-02","0-19","F","70","22","0","213","118","0"
"2021-06-02","0-19","M","59","29","0","213","99","0"
"2021-06-02","20-29","F","465","274","0","754","672","0"
"2021-06-02","20-29","M","471","231","0","874","544","0"
"2021-06-02","30-39","F","1201","624","0","835","1219","0"
"2021-06-02","30-39","M","709","336","0","831","666","0"
"2021-06-02","40-49","F","1913","1066","0","941","1193","0"
"2021-06-02","40-49","M","976","498","0","876","626","0"
"2021-06-02","50-59","F","1730","789","0","912","713","0"
"2021-06-02","50-59","M","1288","661","0","752","563","0"
"2021-06-02","60-69","F","830","300","0","450","317","0"
"2021-06-02","60-69","M","966","404","0","497","303","0"
"2021-06-02","70-79","F","249","89","0","128","93","0"
"2021-06-02","70-79","M","310","84","0","137","94","0"
"2021-06-02","80 and above","F","46","19","0","19","19","0"
"2021-06-02","80 and above","M","63","20","0","20","16","0"
"2021-06-03","0-19","F","68","12","0","262","93","0"
"2021-06-03","0-19","M","78","18","0","249","104","0"
"2021-06-03","20-29","F","492","280","0","910","687","0"
"2021-06-03","20-29","M","507","236","0","1107","541","0"
"2021-06-03","30-39","F","1118","570","0","1265","1190","0"
"2021-06-03","30-39","M","736","284","0","1192","702","0"
"2021-06-03","40-49","F","1928","998","0","1300","1200","0"
"2021-06-03","40-49","M","1085","458","0","1229","681","0"
"2021-06-03","50-59","F","1922","783","0","1158","733","0"
"2021-06-03","50-59","M","1462","569","0","1091","519","1"
"2021-06-03","60-69","F","976","294","0","642","333","0"
"2021-06-03","60-69","M","1151","336","0","751","293","0"
"2021-06-03","70-79","F","246","78","0","162","81","0"
"2021-06-03","70-79","M","342","119","0","230","74","0"
"2021-06-03","80 and above","F","53","20","0","37","21","0"
"2021-06-03","80 and above","M","74","30","0","39","18","0"
"2021-06-04","0-19","F","77","22","0","303","168","0"
"2021-06-04","0-19","M","102","29","0","317","195","0"
"2021-06-04","20-29","F","538","336","0","1280","1041","0"
"2021-06-04","20-29","M","504","245","0","1263","694","0"
"2021-06-04","30-39","F","1293","656","0","1928","1827","0"
"2021-06-04","30-39","M","780","326","0","1698","926","0"
"2021-06-04","40-49","F","2173","983","0","2223","1988","0"
"2021-06-04","40-49","M","1145","444","0","1642","939","0"
"2021-06-04","50-59","F","2043","812","0","1769","1073","0"
"2021-06-04","50-59","M","1600","605","0","1455","760","0"
"2021-06-04","60-69","F","966","309","0","863","388","0"
"2021-06-04","60-69","M","1101","349","0","832","307","0"
"2021-06-04","70-79","F","294","77","0","203","70","0"
"2021-06-04","70-79","M","357","89","0","221","87","0"
"2021-06-04","80 and above","F","43","14","0","23","18","0"
"2021-06-04","80 and above","M","67","18","0","41","12","0"
